  3
  2  1
  3  13
0 0 0 1 1 1
0 0 0.0833333333333 0.166666666667 0.25 0.333333333333 0.416666666667 0.5 0.583333333333 0.666666666667 0.75 0.833333333333 0.916666666667 1 1
0.057027716639  -0.007210549061  -0.229  1
0.0575  0  -0.229  1
0.056998216655  0.00720596299  -0.229  1
0.057067028796  -0.007208110253  -0.119  1
0.0575  -2.6081e-008  -0.119  1
0.057044125365  0.007279033534  -0.119000000878  1
0.189565456654  -0.07605585096  -8.09e-010  1
0.201106178056  -0.081252170112  -8.09e-010  1
0.191189695912  -0.073382915744  -1.621e-009  1
0.177357792412  -0.034414097471  0.24  1
0.188374256504  -0.036616246213  0.24  1
0.178416638717  -0.031413105217  0.24  1
0.171913164993  -0.011920818133  0.48  1
0.182454464793  -0.012758459048  0.48  1
0.172562999169  -0.009009071223  0.48  1
0.166352630702  0.000115410044  0.72  1
0.1765  0  0.72  1
0.166783252156  0.002945705255  0.72  1
0.14924796149  0.00074668043  0.96  1
0.1582  -0  0.96  1
0.149687315863  0.002508436622  0.96  1
0.139253843053  0.000429898223  1.2  1
0.1473  0  1.2  1
0.139638897722  0.002268797206  1.2  1
0.128808327589  0.000173156057  1.44  1
0.1358  0  1.44  1
0.129135432684  0.001992509315  1.44  1
0.11543298735  6.9273919e-005  1.68  1
0.1214  -0  1.68  1
0.115715492129  0.001707394599  1.68  1
0.095733760666  0.000301218953  1.92  1
0.1006  0  1.92  1
0.095970113866  0.001423639307  1.92  1
0.079261151654  0.000174180603  2.16  1
0.0832  0  2.16  1
0.079466154641  0.001171723085  2.16  1
0.044036123614  0.001206474218  2.26  1
0.044823893283  0.001171638098  2.26  1
0.044077124212  0.001405982715  2.26  1
0
