#		7.5	4.4	hr	#	#	
102		33.75952381	1876.886364	0.445238095	7.5	30641400	
103		33.75952381	1913.890909	37.00454545	4.4	31227552	
104		34.2047619	1913.890909	0.445238095	7.5	31239573	
105		34.2047619	1950.895455	37.00454545	4.4	31825725	
106		34.65	1950.895455	0.445238095	7.5	31837746	
107		34.65	1987.9	37.00454545	4.4	32423898	
108		34.9	1987.9	0.25	7.5	32430648	
109		34.9	2028.957273	41.05727273	4.4	33080995	
110		35.3	2028.957273	0.4	7.5	33091795	
111		35.3	2070.014545	41.05727273	4.4	33742142	
112		35.7	2070.014545	0.4	7.5	33752942	
113		35.7	2111.071818	41.05727273	4.4	34403289	
114		36.1	2111.071818	0.4	7.5	34414089	
115		36.1	2152.129091	41.05727273	4.4	35064436	
116		36.5	2152.129091	0.4	7.5	35075236	
117		36.5	2193.186364	41.05727273	4.4	35725583	
118		36.9	2193.186364	0.4	7.5	35736383	
119		36.9	2234.243636	41.05727273	4.4	36386730	
120		37.3	2234.243636	0.4	7.5	36397530	
121		37.3	2275.300909	41.05727273	4.4	37047877	
122		37.7	2275.300909	0.4	7.5	37058677	
123		37.7	2316.358182	41.05727273	4.4	37709024	
124		38.1	2316.358182	0.4	7.5	37719824	
125		38.1	2357.415455	41.05727273	4.4	38370171	
126		38.5	2357.415455	0.4	7.5	38380971	
127		38.5	2398.472727	41.05727273	4.4	39031318	
128		38.9	2398.472727	0.4	7.5	39042118	
129		38.9	2439.53	41.05727273	4.4	39692465	
130		39.3	2439.53	0.4	7.5	39703265	
131		39.3	2522.08	82.55	4.4	41010857	
132		39.6	2522.08	0.3	4.4	41015609	
